trapscap1
parameters 71
# exponents ... coefficient
	  0   0   0   2   0   1    -1.13783e-01 
	  2   2   0   0   0   0    3.65779e-01 
	  0   2   0   1   0   0    2.56468e-01 
	  1   0   0   2   0   0    -1.85183e-01 
	  2   0   0   1   1   0    -9.25991e-02 
	  0   0   0   3   0   0    -4.80464e-02 
	  3   0   0   0   1   0    -1.25474e-01 
	  2   0   1   0   1   0    2.24408e-01 
	  0   0   0   0   0   3    -9.82056e-02 
	  1   0   1   0   0   1    1.12942e-01 
	  0   3   0   1   0   0    3.33752e-01 
	  0   2   0   0   0   0    -3.39610e-02 
	  1   3   0   0   0   0    -2.54611e-01 
	  0   0   0   3   0   1    8.83591e-02 
	  1   0   0   1   0   0    1.01743e-01 
	  2   0   0   1   0   0    -1.58499e-01 
trapscap5
parameters 50
# exponents ... coefficient
	  0   0   0   0   1   0    1.53020e-02 
	  0   1   0   0   1   0    5.78444e-02 
	  0   0   0   1   1   0    3.65560e-02 
	  0   0   1   0   1   0    -5.44793e-02 
	  1   0   0   0   1   0    6.20686e-02 
	  0   0   0   0   1   1    4.35868e-01 
	  0   0   0   0   0   0    1.30652e-01 
	  0   1   0   0   0   0    1.85101e-01 
	  0   0   0   1   0   1    3.54777e-01 
	  1   0   1   1   0   0    2.19871e-01 
	  0   0   2   0   1   0    -1.38745e-01 
	  1   1   0   0   2   0    4.88448e-01 
	  0   0   0   0   0   2    1.44934e-01 
	  1   0   0   0   0   1    2.90546e-01 
	  0   0   0   0   2   1    -1.23633e+00 
	  2   0   0   0   0   0    1.71359e-01 
	  1   0   0   1   1   0    1.44074e-01 
	  0   0   1   1   1   0    1.82107e-01 
	  1   0   1   0   0   0    -1.50281e-01 
	  0   0   0   2   0   0    6.08084e-02 
	  1   0   0   0   2   1    -4.15668e-01 
	  0   0   0   0   1   2    8.86341e-02 
	  0   2   0   1   0   0    3.81314e-02 
	  0   0   0   0   3   1    9.91997e-01 
	  0   0   0   1   1   1    -3.15753e-01 
	  0   1   0   0   0   1    -1.02623e-01 
	  2   2   0   0   0   0    6.70491e-01 
	  1   0   0   1   2   0    -4.57098e-01 
	  2   0   0   0   2   0    -2.81445e-01 
	  0   0   0   0   2   0    1.57757e-01 
	  1   1   0   0   1   0    -4.54269e-01 
	  0   1   1   0   0   0    4.55572e-02 
